type,id,name,category,rarity,conditions,Adventure mode rarity
item,minecraft:brown_mushroom,Brown Mushroom,Farm,uncommon,,uncommon
item,minecraft:carrot,Carrot,Farm,uncommon,,uncommon
item,minecraft:carrot_on_a_stick,Carrot on a Stick,Farm,uncommon,,uncommon
item,minecraft:carved_pumpkin,Carved Pumpkin,Farm,uncommon,,uncommon
item,minecraft:cocoa_beans,Cocoa Beans,Farm,uncommon,,uncommon
item,minecraft:cooked_rabbit,Cooked Rabbit,Farm,uncommon,,uncommon
item,minecraft:cookie,Cookie,Farm,uncommon,,uncommon
item,minecraft:fern,Fern,Farm,uncommon,,uncommon
item,minecraft:glistering_melon_slice,Glistering Melon Slice,Farm,uncommon,,uncommon
item,minecraft:golden_apple,Golden Apple,Farm,uncommon,,rare
item,minecraft:golden_carrot,Golden Carrot,Farm,uncommon,,uncommon
item,minecraft:hay_block,Hay Bale,Farm,uncommon,,uncommon
item,minecraft:jack_o_lantern,Jack o'Lantern,Farm,uncommon,,uncommon
item,minecraft:lilac,Lilac,Farm,uncommon,,uncommon
item,minecraft:melon,Melon,Farm,uncommon,,uncommon
item,minecraft:melon_seeds,Melon Seeds,Farm,uncommon,,uncommon
item,minecraft:melon_slice,Melon Slice,Farm,uncommon,,uncommon
item,minecraft:mushroom_stew,Mushroom Stew,Farm,uncommon,,uncommon
item,minecraft:peony,Peony,Farm,uncommon,,uncommon
item,minecraft:potato,Potato,Farm,uncommon,,uncommon
item,minecraft:pumpkin,Pumpkin,Farm,uncommon,,uncommon
item,minecraft:pumpkin_seeds,Pumpkin Seeds,Farm,uncommon,,uncommon
item,minecraft:rabbit_hide,Rabbit Hide,Farm,uncommon,,uncommon
item,minecraft:rabbit,Raw Rabbit,Farm,uncommon,,uncommon
item,minecraft:red_mushroom,Red Mushroom,Farm,uncommon,,uncommon
item,minecraft:rose_bush,Rose Bush,Farm,uncommon,,uncommon
item,minecraft:suspicious_stew,Suspicious Stew,Farm,uncommon,,uncommon
item,minecraft:sweet_berries,Sweet Berries,Farm,uncommon,,uncommon
item,minecraft:vine,Vines,Farm,uncommon,,mythic
item,minecraft:glass,Glass,Glass,common,,uncommon
item,minecraft:glass_bottle,Glass Bottle,Glass,common,,uncommon
item,minecraft:glass_pane,Glass Pane,Glass,common,,uncommon
item,minecraft:brown_stained_glass,Brown Stained Glass,Glass,rare,,rare
item,minecraft:brown_stained_glass_pane,Brown Stained Glass Pane,Glass,rare,,rare
item,minecraft:cyan_stained_glass,Cyan Stained Glass,Glass,rare,,rare
item,minecraft:cyan_stained_glass_pane,Cyan Stained Glass Pane,Glass,rare,,rare
item,minecraft:green_stained_glass,Green Stained Glass,Glass,rare,,rare
item,minecraft:green_stained_glass_pane,Green Stained Glass Pane,Glass,rare,,rare
item,minecraft:lime_stained_glass,Lime Stained Glass,Glass,rare,,rare
item,minecraft:lime_stained_glass_pane,Lime Stained Glass Pane,Glass,rare,,rare
item,minecraft:tinted_glass,Tinted Glass,Glass,rare,,epic
item,minecraft:black_stained_glass,Black Stained Glass,Glass,uncommon,,uncommon
item,minecraft:black_stained_glass_pane,Black Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:blue_stained_glass,Blue Stained Glass,Glass,uncommon,,uncommon
item,minecraft:blue_stained_glass_pane,Blue Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:gray_stained_glass,Gray Stained Glass,Glass,uncommon,,uncommon
item,minecraft:gray_stained_glass_pane,Gray Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:light_blue_stained_glass,Light Blue Stained Glass,Glass,uncommon,,uncommon
item,minecraft:light_blue_stained_glass_pane,Light Blue Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:light_gray_stained_glass,Light Gray Stained Glass,Glass,uncommon,,uncommon
item,minecraft:light_gray_stained_glass_pane,Light Gray Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:magenta_stained_glass,Magenta Stained Glass,Glass,uncommon,,uncommon
item,minecraft:magenta_stained_glass_pane,Magenta Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:orange_stained_glass,Orange Stained Glass,Glass,uncommon,,uncommon
item,minecraft:orange_stained_glass_pane,Orange Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:pink_stained_glass,Pink Stained Glass,Glass,uncommon,,uncommon
item,minecraft:pink_stained_glass_pane,Pink Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:purple_stained_glass,Purple Stained Glass,Glass,uncommon,,uncommon
item,minecraft:purple_stained_glass_pane,Purple Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:red_stained_glass,Red Stained Glass,Glass,uncommon,,uncommon
item,minecraft:red_stained_glass_pane,Red Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:white_stained_glass,White Stained Glass,Glass,uncommon,,uncommon
item,minecraft:white_stained_glass_pane,White Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:yellow_stained_glass,Yellow Stained Glass,Glass,uncommon,,uncommon
item,minecraft:yellow_stained_glass_pane,Yellow Stained Glass Pane,Glass,uncommon,,uncommon
item,minecraft:green_harness,Green Harness,Harness,rare,,rare
item,minecraft:lime_harness,Lime Harness,Harness,rare,,rare
item,minecraft:black_harness,Black Harness,Harness,uncommon,,uncommon
item,minecraft:blue_harness,Blue Harness,Harness,uncommon,,uncommon
item,minecraft:brown_harness,Brown Harness,Harness,uncommon,,rare
item,minecraft:cyan_harness,Cyan Harness,Harness,uncommon,,rare
item,minecraft:gray_harness,Gray Harness,Harness,uncommon,,uncommon
item,minecraft:light_blue_harness,Light Blue Harness,Harness,uncommon,,uncommon
item,minecraft:light_gray_harness,Light Gray Harness,Harness,uncommon,,uncommon
item,minecraft:magenta_harness,Magenta Harness,Harness,uncommon,,uncommon
item,minecraft:orange_harness,Orange Harness,Harness,uncommon,,uncommon
item,minecraft:pink_harness,Pink Harness,Harness,uncommon,,uncommon
item,minecraft:purple_harness,Purple Harness,Harness,uncommon,,uncommon
item,minecraft:red_harness,Red Harness,Harness,uncommon,,uncommon
item,minecraft:white_harness,White Harness,Harness,uncommon,,uncommon
item,minecraft:yellow_harness,Yellow Harness,Harness,uncommon,,uncommon
item,minecraft:brush,Brush,Mine,common,,uncommon
item,minecraft:coal,Coal,Mine,common,,common
item,minecraft:copper_ingot,Copper Ingot,Mine,common,,uncommon
item,minecraft:raw_copper,Raw Copper,Mine,common,,common
item,minecraft:amethyst_cluster,Amethyst Cluster,Mine,epic,,mythic
item,minecraft:chipped_anvil,Chipped Anvil,Mine,epic,,mythic
item,minecraft:coal_ore,Coal Ore,Mine,epic,,
item,minecraft:cobweb,Cobweb,Mine,epic,,
item,minecraft:copper_ore,Copper Ore,Mine,epic,,
item,minecraft:deepslate_coal_ore,Deepslate Coal Ore,Mine,epic,,
item,minecraft:deepslate_copper_ore,Deepslate Copper Ore,Mine,epic,,
item,minecraft:deepslate_diamond_ore,Deepslate Diamond Ore,Mine,epic,,
item,minecraft:deepslate_gold_ore,Deepslate Gold Ore,Mine,epic,,
item,minecraft:deepslate_iron_ore,Deepslate Iron Ore,Mine,epic,,
item,minecraft:deepslate_lapis_ore,Deepslate Lapis Lazuli Ore,Mine,epic,,
item,minecraft:deepslate_redstone_ore,Deepslate Redstone Ore,Mine,epic,,
item,minecraft:diamond_ore,Diamond Ore,Mine,epic,,
item,minecraft:emerald_ore,Emerald Ore,Mine,epic,,
item,minecraft:gold_ore,Gold Ore,Mine,epic,,
item,minecraft:iron_ore,Iron Ore,Mine,epic,,
item,minecraft:lapis_ore,Lapis Lazuli Ore,Mine,epic,,
item,minecraft:large_amethyst_bud,Large Amethyst Bud,Mine,epic,,
item,minecraft:medium_amethyst_bud,Medium Amethyst Bud,Mine,epic,,
item,minecraft:nether_gold_ore,Nether Gold Ore,Mine,epic,,
item,minecraft:nether_quartz_ore,Nether Quartz Ore,Mine,epic,,
item,minecraft:pointed_dripstone,Pointed Dripstone,Mine,epic,,rare
item,minecraft:redstone_ore,Redstone Ore,Mine,epic,,
item,minecraft:small_amethyst_bud,Small Amethyst Bud,Mine,epic,,
item,minecraft:trial_key,Trial Key,Mine,epic,requires daylight cycle enabled,legendary
item,minecraft:calibrated_sculk_sensor,Calibrated Sculk Sensor,Mine,legendary,,mythic
item,minecraft:damaged_anvil,Damaged Anvil,Mine,legendary,,mythic
item,minecraft:deepslate_emerald_ore,Deepslate Emerald Ore,Mine,legendary,,
item,minecraft:echo_shard,Echo Shard,Mine,legendary,,mythic
item,minecraft:ominous_trial_key,Ominous Trial Key,Mine,legendary,requires daylight cycle enabled,mythic
item,minecraft:sculk,Sculk,Mine,legendary,,mythic
item,minecraft:sculk_catalyst,Sculk Catalyst,Mine,legendary,,mythic
item,minecraft:sculk_shrieker,Sculk Shrieker,Mine,legendary,,
item,minecraft:sculk_vein,Sculk Vein,Mine,legendary,,
item,minecraft:heavy_core,Heavy Core,Mine,mythic,requires daylight cycle enabled,mythic
item,minecraft:mace,Mace,Mine,mythic,requires daylight cycle enabled,mythic
item,minecraft:recovery_compass,Recovery Compass,Mine,mythic,,mythic
item,minecraft:amethyst_shard,Amethyst Shard,Mine,rare,,epic
item,minecraft:anvil,Anvil,Mine,rare,,epic
item,minecraft:big_dripleaf,Big Dripleaf,Mine,rare,,rare
item,minecraft:amethyst_block,Block of Amethyst,Mine,rare,,epic
item,minecraft:emerald_block,Block of Emerald,Mine,rare,,rare
item,minecraft:crafter,Crafter,Mine,rare,,rare
item,minecraft:diamond,Diamond,Mine,rare,,uncommon
item,minecraft:diamond_axe,Diamond Axe,Mine,rare,,rare
item,minecraft:diamond_boots,Diamond Boots,Mine,rare,,rare
item,minecraft:diamond_chestplate,Diamond Chestplate,Mine,rare,,rare
item,minecraft:diamond_helmet,Diamond Helmet,Mine,rare,,rare
item,minecraft:diamond_hoe,Diamond Hoe,Mine,rare,,rare
item,minecraft:diamond_leggings,Diamond Leggings,Mine,rare,,rare
item,minecraft:diamond_pickaxe,Diamond Pickaxe,Mine,rare,,rare
item,minecraft:diamond_shovel,Diamond Shovel,Mine,rare,,rare
item,minecraft:diamond_spear,Diamond Spear,Mine,rare,,rare
item,minecraft:diamond_sword,Diamond Sword,Mine,rare,,rare
item,minecraft:emerald,Emerald,Mine,rare,,uncommon
item,minecraft:hanging_roots,Hanging Roots,Mine,rare,,
item,minecraft:lodestone_compass,Lodestone Compass,Mine,rare,,
item,minecraft:moss_block,Moss Block,Mine,rare,,rare
item,minecraft:moss_carpet,Moss Carpet,Mine,rare,,rare
item,minecraft:obsidian,Obsidian,Mine,rare,,uncommon
item,minecraft:small_dripleaf,Small Dripleaf,Mine,rare,,mythic
item,minecraft:spore_blossom,Spore Blossom,Mine,rare,,rare
item,minecraft:spyglass,Spyglass,Mine,rare,,epic
item,minecraft:blast_furnace,Blast Furnace,Mine,uncommon,,uncommon
item,minecraft:coal_block,Block of Coal,Mine,uncommon,,uncommon
item,minecraft:copper_block,Block of Copper,Mine,uncommon,,uncommon
item,minecraft:diamond_block,Block of Diamond,Mine,uncommon,,rare
item,minecraft:gold_block,Block of Gold,Mine,uncommon,,uncommon
item,minecraft:iron_block,Block of Iron,Mine,uncommon,,uncommon
item,minecraft:lapis_block,Block of Lapis Lazuli,Mine,uncommon,,rare
item,minecraft:raw_copper_block,Block of Raw Copper,Mine,uncommon,,common
item,minecraft:raw_gold_block,Block of Raw Gold,Mine,uncommon,,rare
item,minecraft:raw_iron_block,Block of Raw Iron,Mine,uncommon,,uncommon
item,minecraft:redstone_block,Block of Redstone,Mine,uncommon,,uncommon
item,minecraft:cauldron,Cauldron,Mine,uncommon,,uncommon
item,minecraft:clock,Clock,Mine,uncommon,,rare
item,minecraft:copper_axe,Copper Axe,Mine,uncommon,,uncommon
item,minecraft:copper_hoe,Copper Hoe,Mine,uncommon,,uncommon
item,minecraft:copper_pickaxe,Copper Pickaxe,Mine,uncommon,,uncommon
item,minecraft:copper_shovel,Copper Shovel,Mine,uncommon,,uncommon
item,minecraft:copper_spear,Copper Spear,Mine,uncommon,,uncommon
item,minecraft:copper_sword,Copper Sword,Mine,uncommon,,uncommon
item,minecraft:flint_and_steel,Flint and Steel,Mine,uncommon,,uncommon
item,minecraft:glow_lichen,Glow Lichen,Mine,uncommon,,
item,minecraft:gold_ingot,Gold Ingot,Mine,uncommon,,uncommon
item,minecraft:gold_nugget,Gold Nugget,Mine,uncommon,,uncommon
item,minecraft:golden_spear,Gold Spear,Mine,uncommon,,uncommon
item,minecraft:golden_axe,Golden Axe,Mine,uncommon,,uncommon
item,minecraft:golden_boots,Golden Boots,Mine,uncommon,,uncommon
item,minecraft:golden_chestplate,Golden Chestplate,Mine,uncommon,,uncommon
item,minecraft:golden_helmet,Golden Helmet,Mine,uncommon,,uncommon
item,minecraft:golden_hoe,Golden Hoe,Mine,uncommon,,uncommon
item,minecraft:golden_leggings,Golden Leggings,Mine,uncommon,,uncommon
item,minecraft:golden_pickaxe,Golden Pickaxe,Mine,uncommon,,uncommon
item,minecraft:golden_shovel,Golden Shovel,Mine,uncommon,,uncommon
item,minecraft:golden_sword,Golden Sword,Mine,uncommon,,uncommon
item,minecraft:iron_axe,Iron Axe,Mine,uncommon,,uncommon
item,minecraft:iron_bars,Iron Bars,Mine,uncommon,,uncommon
item,minecraft:iron_boots,Iron Boots,Mine,uncommon,,uncommon
item,minecraft:iron_chestplate,Iron Chestplate,Mine,uncommon,,uncommon
item,minecraft:iron_door,Iron Door,Mine,uncommon,,uncommon
item,minecraft:iron_helmet,Iron Helmet,Mine,uncommon,,uncommon
item,minecraft:iron_hoe,Iron Hoe,Mine,uncommon,,uncommon
item,minecraft:iron_ingot,Iron Ingot,Mine,uncommon,,uncommon
item,minecraft:iron_leggings,Iron Leggings,Mine,uncommon,,uncommon
item,minecraft:iron_nugget,Iron Nugget,Mine,uncommon,,uncommon
item,minecraft:iron_pickaxe,Iron Pickaxe,Mine,uncommon,,uncommon
item,minecraft:iron_shovel,Iron Shovel,Mine,uncommon,,uncommon
item,minecraft:iron_spear,Iron Spear,Mine,uncommon,,uncommon
item,minecraft:iron_sword,Iron Sword,Mine,uncommon,,uncommon
item,minecraft:iron_trapdoor,Iron Trapdoor,Mine,uncommon,,uncommon
item,minecraft:lantern,Lantern,Mine,uncommon,,uncommon
item,minecraft:lapis_lazuli,Lapis Lazuli,Mine,uncommon,,uncommon
item,minecraft:minecart,Minecart,Mine,uncommon,,uncommon
item,minecraft:chest_minecart,Minecart with Chest,Mine,uncommon,,uncommon
item,minecraft:furnace_minecart,Minecart with Furnace,Mine,uncommon,,uncommon
item,minecraft:raw_gold,Raw Gold,Mine,uncommon,,rare
item,minecraft:raw_iron,Raw Iron,Mine,uncommon,,uncommon
item,minecraft:shears,Shears,Mine,uncommon,,uncommon
item,minecraft:shield,Shield,Mine,uncommon,,uncommon
item,minecraft:smithing_table,Smithing Table,Mine,uncommon,,uncommon
item,minecraft:flower_banner_pattern,Banner Pattern (Flower Charge),Misc,common,,uncommon
item,minecraft:book,Book,Misc,common,,uncommon
item,minecraft:chest,Chest,Misc,common,,uncommon
item,minecraft:crafting_table,Crafting Table,Misc,common,,common
item,minecraft:field_masoned_banner_pattern,Field Masoned Banner Pattern,Misc,common,,uncommon
item,minecraft:furnace,Furnace,Misc,common,,uncommon
item,minecraft:ladder,Ladder,Misc,common,,uncommon
item,minecraft:torch,Torch,Misc,common,,common
item,minecraft:blue_ice,Blue Ice,Misc,epic,,rare
item,minecraft:chainmail_boots,Chainmail Boots,Misc,epic,,rare
item,minecraft:chainmail_chestplate,Chainmail Chestplate,Misc,epic,,rare
item,minecraft:chainmail_helmet,Chainmail Helmet,Misc,epic,,rare
item,minecraft:chainmail_leggings,Chainmail Leggings,Misc,epic,,rare
item,minecraft:enchanted_golden_apple,Enchanted Golden Apple,Misc,epic,,legendary
item,minecraft:ender_chest,Ender Chest,Misc,epic,,legendary
item,minecraft:golden_nautilus_armor,Golden Nautilus Armor,Misc,epic,,epic
item,minecraft:ice,Ice,Misc,epic,,
item,minecraft:iron_nautilus_armor,Iron Nautilus Armor,Misc,epic,,epic
item,minecraft:ominous_bottle,Ominous Bottle,Misc,epic,requires hostile mobs enabled,epic
item,minecraft:packed_ice,Packed Ice,Misc,epic,,mythic
item,minecraft:snow,Snow,Misc,epic,,uncommon
item,minecraft:mojang_banner_pattern,Thing Banner Pattern,Misc,epic,,legendary
item,minecraft:globe_banner_pattern,Banner Pattern (Globe),Misc,legendary,,epic
item,minecraft:skull_banner_pattern,Banner Pattern (Skull Charge),Misc,legendary,requires hostile mobs enabled,legendary
item,minecraft:conduit,Conduit,Misc,legendary,,legendary
item,minecraft:diamond_nautilus_armor,Diamond Nautilus Armor,Misc,legendary,,legendary
item,minecraft:guster_banner_pattern,Guster Banner Pattern,Misc,legendary,requires daylight cycle disabled,legendary
item,minecraft:sniffer_egg,Sniffer Egg,Misc,legendary,,
item,minecraft:tipped_arrow,Tipped Arrow,Misc,legendary,,legendary
item,minecraft:totem_of_undying,Totem of Undying,Misc,legendary,,legendary
item,minecraft:turtle_helmet,Turtle Shell,Misc,legendary,,epic
item,minecraft:creeper_banner_pattern,Banner Pattern (Creeper Charge),Misc,mythic,requires hostile mobs enabled,mythic
item,minecraft:piglin_banner_pattern,Banner Pattern (Snout),Misc,mythic,,mythic
item,minecraft:beacon,Beacon,misc,mythic,,
item,minecraft:flow_banner_pattern,Flow Banner Pattern,Misc,mythic,requires daylight cycle disabled,uncommon
item,minecraft:armor_trim,Armour trim (any),Misc,rare,,rare
item,minecraft:bell,Bell,Misc,rare,,uncommon
item,minecraft:bordure_indented_banner_pattern,Bordure Indented Banner Pattern,Misc,rare,,mythic
item,minecraft:experience_bottle,Bottle o' Enchanting,Misc,rare,,rare
item,minecraft:copper_horse_armor,Copper Horse Armor,Misc,rare,,rare
item,minecraft:copper_nautilus_armor,Copper Nautilus Armor,Misc,rare,,rare
item,minecraft:diamond_horse_armor,Diamond Horse Armor,Misc,rare,,rare
item,minecraft:enchanted_book,Enchanted Book,Misc,rare,,rare
item,minecraft:enchanting_table,Enchanting Table,Misc,rare,,rare
item,minecraft:golden_horse_armor,Golden Horse Armor,Misc,rare,,rare
item,minecraft:heart_of_the_sea,Heart of the Sea,Misc,rare,,epic
item,minecraft:iron_horse_armor,Iron Horse Armor,Misc,rare,,rare
item,minecraft:jukebox,Jukebox,Misc,rare,,uncommon
item,minecraft:lead,Lead,Misc,rare,,uncommon
item,minecraft:name_tag,Name Tag,Misc,rare,,rare
item,minecraft:saddle,Saddle,Misc,rare,,rare
item,minecraft:trial_explorer_map,Trial Explorer Map,Misc,rare,,rare
item,minecraft:turtle_egg,Turtle Egg,Misc,rare,,
item,minecraft:wolf_armor,Wolf Armor,Misc,rare,,rare
item,minecraft:writable_book,Book and Quill,Misc,uncommon,,uncommon
item,minecraft:bookshelf,Bookshelf,Misc,uncommon,,uncommon
item,minecraft:iron_chain,Chain,Misc,uncommon,,uncommon
item,minecraft:map,Empty Map,Misc,uncommon,,uncommon
item,minecraft:firework_rocket,Firework Rocket,Misc,uncommon,,uncommon
item,minecraft:firework_star,Firework Star,Misc,uncommon,,uncommon
item,minecraft:lectern,Lectern,Misc,uncommon,,uncommon
item,minecraft:loom,Loom,Misc,uncommon,,common
item,minecraft:filled_map,Map,Misc,uncommon,,uncommon
item,minecraft:redstone_torch,Redstone Torch,Misc,uncommon,,uncommon
item,minecraft:written_book,Written Book,Misc,uncommon,,uncommon
item,minecraft:arrow,Arrow,Monster,common,,common
item,minecraft:bone,Bone,monster,common,,common
item,minecraft:bow,Bow,Monster,common,,uncommon
item,minecraft:fishing_rod,Fishing Rod,monster,common,,uncommon
item,minecraft:gunpowder,Gunpowder,Monster,common,,common
item,minecraft:rotten_flesh,Rotten Flesh,Monster,common,,common
item,minecraft:string,String,Monster,common,,common
item,minecraft:breeze_rod,Breeze Rod,Monster,epic,requires hostile mobs enabled,epic
item,minecraft:phantom_membrane,Phantom Membrane,Monster,epic,,epic
item,minecraft:slime_block,Slime Block,Monster,epic,,epic
item,minecraft:wind_charge,Wind Charge,Monster,epic,requires daylight cycle disabled,epic
item,minecraft:trident,Trident,Monster,legendary,,legendary
item,minecraft:creeper_head,Creeper Head,Monster,mythic,,mythic
item,minecraft:dragon_head,Dragon Head,Monster,mythic,,mythic
item,minecraft:piglin_head,Piglin Head,Monster,mythic,,mythic
item,minecraft:skeleton_skull,Skeleton Skull,Monster,mythic,,mythic
item,minecraft:wither_skeleton_skull,Wither Skeleton Skull,Monster,mythic,,legendary
item,minecraft:zombie_head,Zombie Head,Monster,mythic,,mythic
item,minecraft:blaze_powder,Blaze Powder,Monster,rare,,epic
item,minecraft:blaze_rod,Blaze Rod,Monster,rare,,epic
item,minecraft:fermented_spider_eye,Fermented Spider Eye,Monster,rare,,rare
item,minecraft:ghast_tear,Ghast Tear,Monster,rare,,epic
item,minecraft:magma_cream,Magma Cream,Monster,rare,,epic
item,minecraft:nautilus_shell,Nautilus Shell,Monster,rare,,rare
item,minecraft:slime_ball,Slimeball,Monster,rare,,rare
item,minecraft:crossbow,Crossbow,Monster,uncommon,,uncommon
item,minecraft:ender_pearl,Ender Pearl,Monster,uncommon,,uncommon
item,minecraft:spider_eye,Spider Eye,Monster,uncommon,,common
item,minecraft:disc_fragment_5,Disc Fragment,Music,legendary,,legendary
item,minecraft:music_disc_13,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_strad,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_mellohi,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_stal,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_ward,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_otherside,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_pigstep,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_11,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_wait,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_cat,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_far,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_blocks,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_chirp,Music Disc,Music,legendary,,legendary
item,minecraft:music_disc_5,Music Disc (5),Music,legendary,,legendary
item,minecraft:music_disc_creator_music_box,Music Disc (Creator Music Box),Music,legendary,,legendary
item,minecraft:music_disc_creator,Music Disc (Creator),Music,legendary,,legendary
item,minecraft:music_disc_lava_chicken,Music Disc (Lava Chicken),Music,legendary,,legendary
item,minecraft:music_disc_mall,Music Disc (Mall),Music,legendary,,legendary
item,minecraft:music_disc_relic,Music Disc (Relic),Music,legendary,,legendary
item,minecraft:music_disc_tears,Music Disc (Tears),Music,legendary,,legendary
item,minecraft:crimson_nylium,Crimson Nylium,Nether,epic,,legendary
item,minecraft:end_crystal,End Crystal,Nether,epic,,legendary
item,minecraft:lodestone,Lodestone,Nether,epic,,uncommon
item,minecraft:nether_wart_block,Nether Wart Block,Nether,epic,,epic
item,minecraft:netherite_horse_armor,Netherite Horse Armor,Nether,epic,,mythic
item,minecraft:netherite_scrap,Netherite Scrap,Nether,epic,,legendary
item,minecraft:red_nether_brick_slab,Red Nether Brick Slab,Nether,epic,,epic
item,minecraft:red_nether_brick_stairs,Red Nether Brick Stairs,Nether,epic,,epic
item,minecraft:red_nether_brick_wall,Red Nether Brick Wall,Nether,epic,,epic
item,minecraft:red_nether_bricks,Red Nether Bricks,Nether,epic,,epic
item,minecraft:respawn_anchor,Respawn Anchor,Nether,epic,,epic
item,minecraft:warped_nylium,Warped Nylium,Nether,epic,,
item,minecraft:netherite_block,Block of Netherite,Nether,legendary,,mythic
item,minecraft:netherite_axe,Netherite Axe,Nether,legendary,,legendary
item,minecraft:netherite_boots,Netherite Boots,Nether,legendary,,legendary
item,minecraft:netherite_chestplate,Netherite Chestplate,Nether,legendary,,legendary
item,minecraft:netherite_helmet,Netherite Helmet,Nether,legendary,,legendary
item,minecraft:netherite_hoe,Netherite Hoe,Nether,legendary,,legendary
item,minecraft:netherite_ingot,Netherite Ingot,Nether,legendary,,legendary
item,minecraft:netherite_leggings,Netherite Leggings,Nether,legendary,,legendary
item,minecraft:netherite_pickaxe,Netherite Pickaxe,Nether,legendary,,legendary
item,minecraft:netherite_shovel,Netherite Shovel,Nether,legendary,,legendary
item,minecraft:netherite_spear,Netherite Spear,Nether,legendary,,legendary
item,minecraft:netherite_sword,Netherite Sword,Nether,legendary,,legendary
item,minecraft:ochre_froglight,Ochre Froglight,Nether,legendary,,mythic
item,minecraft:pearlescent_froglight,Pearlescent Froglight,Nether,legendary,,mythic
item,minecraft:verdant_froglight,Verdant Froglight,Nether,legendary,,mythic
item,minecraft:nether_star,Nether Star,Nether,mythic,,
item,minecraft:netherite_nautilus_armor,Netherite Nautilus Armor,Nether,mythic,,mythic
item,minecraft:wither_rose,Wither Rose,Nether,mythic,,
item,minecraft:ancient_debris,Ancient Debris,Nether,rare,,legendary
item,minecraft:basalt,Basalt,Nether,rare,,epic
item,minecraft:blackstone,Blackstone,Nether,rare,,epic
item,minecraft:blackstone_slab,Blackstone Slab,Nether,rare,,epic
item,minecraft:blackstone_stairs,Blackstone Stairs,Nether,rare,,epic
item,minecraft:blackstone_wall,Blackstone Wall,Nether,rare,,epic
item,minecraft:quartz_block,Block of Quartz,Nether,rare,,epic
item,minecraft:bone_block,Bone Block,Nether,rare,,uncommon
item,minecraft:brewing_stand,Brewing Stand,Nether,rare,,rare
item,minecraft:chiseled_nether_bricks,Chiseled Nether Bricks,Nether,rare,,rare
item,minecraft:chiseled_polished_blackstone,Chiseled Polished Blackstone,Nether,rare,,epic
item,minecraft:chiseled_quartz_block,Chiseled Quartz Block,Nether,rare,,epic
item,minecraft:cracked_nether_bricks,Cracked Nether Bricks,Nether,rare,,rare
item,minecraft:cracked_polished_blackstone_bricks,Cracked Polished Blackstone Bricks,Nether,rare,,epic
item,minecraft:crimson_button,Crimson Button,Nether,rare,,epic
item,minecraft:crimson_door,Crimson Door,Nether,rare,,epic
item,minecraft:crimson_fence,Crimson Fence,Nether,rare,,epic
item,minecraft:crimson_fence_gate,Crimson Fence Gate,Nether,rare,,epic
item,minecraft:crimson_fungus,Crimson Fungus,Nether,rare,,epic
item,minecraft:crimson_hanging_sign,Crimson Hanging Sign,Nether,rare,,epic
item,minecraft:crimson_hyphae,Crimson Hyphae,Nether,rare,,epic
item,minecraft:crimson_planks,Crimson Planks,Nether,rare,,epic
item,minecraft:crimson_pressure_plate,Crimson Pressure Plate,Nether,rare,,epic
item,minecraft:crimson_roots,Crimson Roots,Nether,rare,,epic
item,minecraft:crimson_shelf,Crimson Shelf,Nether,rare,,epic
item,minecraft:crimson_sign,Crimson Sign,Nether,rare,,epic
item,minecraft:crimson_slab,Crimson Slab,Nether,rare,,epic
item,minecraft:crimson_stairs,Crimson Stairs,Nether,rare,,epic
item,minecraft:crimson_stem,Crimson Stem,Nether,rare,,epic
item,minecraft:crimson_trapdoor,Crimson Trapdoor,Nether,rare,,epic
item,minecraft:crying_obsidian,Crying Obsidian,Nether,rare,,uncommon
item,minecraft:daylight_detector,Daylight Detector,Nether,rare,,epic
item,minecraft:dried_ghast,Dried Ghast,Nether,rare,,legendary
item,minecraft:ender_eye,Eye of Ender,Nether,rare,,epic
item,minecraft:fire_charge,Fire Charge,Nether,rare,,uncommon
item,minecraft:gilded_blackstone,Gilded Blackstone,Nether,rare,,legendary
item,minecraft:glowstone,Glowstone,Nether,rare,,rare
item,minecraft:glowstone_dust,Glowstone Dust,Nether,rare,,rare
item,minecraft:nether_brick,Nether Brick,Nether,rare,,rare
item,minecraft:nether_brick_fence,Nether Brick Fence,Nether,rare,,rare
